time,open,high,low,close,vol
1705968000,59.553117790794914,59.89302158867447,58.568396325749006,59.85603332519531,294654000
1706054400,60.28690575848776,62.83118246637887,59.921008384052676,61.3446044921875,560271000
1706140800,62.33231932131661,62.701217987450605,60.83274464176338,61.59952926635742,482777000
1706227200,60.942723367823895,61.765491995354566,60.555835817733005,61.013702392578125,390309000
1706486400,61.21464015508592,62.471283785257334,60.889735338260934,62.44729232788086,348733000
1706572800,62.88217406530116,63.475004499078025,62.24235225414493,62.75620651245117,410735000
1706659200,61.422582492839176,62.251349879447936,60.68279439310198,61.509559631347656,453795000
1706745600,62.08239699411671,63.17309118059886,61.63252759196923,63.00913619995117,369146000
1706832000,63.95586559465222,66.58112070584232,63.67194569783066,66.14125061035156,476578000
1707091200,68.20566645977358,69.47730920290685,67.1859588396486,69.3123550415039,680078000
1707177600,69.61026565572277,69.7342310660323,66.28121510060156,68.20366668701172,683111000
1707264000,68.29963033929545,70.20009234122578,67.58083242173012,70.0791244506836,495575000
1707350400,70.05412985913416,70.77392694243356,69.43530969256643,69.62125396728516,414422000
1707436800,70.5130038907635,72.16453604297054,70.19209573547877,72.11255645751953,436637000
1707696000,72.57942141236886,74.58985301987923,71.2298055691369,72.22752380371094,613710000
1707782400,70.38005204606957,73.42918318120587,69.60027429759032,72.10755920410156,602580000
1707868800,73.18126615558889,74.21496981774756,71.91762429392091,73.87906646728516,504917000
1707955200,73.8480605966985,73.95402572408746,72.37947530532118,72.63739776611328,420122000
1708041600,74.07899283769257,74.38090918024592,72.4804470935105,72.59241485595703,495327000
1708387200,71.92659973225437,71.93559986530343,67.71479679116719,69.43231201171875,704833000
1708473600,67.98672612499482,68.86847997939597,66.22922867549799,67.452880859375,690298000
1708560000,75.00374204443924,78.55273152131424,74.19896984840972,78.5157470703125,865100000
1708646400,80.7670950265876,82.37063653230604,77.54800675290157,78.7946548461914,829388000
1708905600,79.67740947783957,80.62314814859076,78.48274845329479,79.06958770751953,503973000
1708992000,79.35849560363468,79.45747419233632,77.1401304524677,78.6786880493164,391705000
1709078400,77.59799650479512,78.9106201646737,77.1031340976841,77.64098358154297,393110000
1709164800,79.07158408060953,79.96732622132019,78.32779165828474,79.0895767211914,507289000
1709251200,79.97732295310118,82.27667403889559,79.41248066903071,82.25567626953125,479135000
1709510400,84.10614123463965,87.67013277900604,83.69526229369087,85.21282958984375,615616000
1709596800,85.24982845264307,86.07663632751537,83.3972699001233,85.94366455078125,520639000
1709683200,88.00118270950952,89.70277597405403,87.00941296076404,88.67901611328125,582520000
1709769600,90.13666439223407,92.74504822295889,89.58079619428543,92.6470718383789,608119000
1709856000,95.11550233441162,97.37696845591753,86.48553983918421,87.5073013305664,1142269000
1710115200,86.40855169186541,88.77598763810909,84.14608663109752,85.75370788574219,678364000
1710201600,88.02818123787033,91.93825182530047,86.12962825022079,91.89126586914062,668075000
1710288000,91.03346116743805,91.48235245425685,88.41407818473327,90.86650085449219,635713000
1710374400,89.55581179224637,90.62455913756881,86.57951107256054,87.9231948852539,602318000
1710460800,86.90943243257094,89.52481079500164,86.23659514436741,87.81621551513672,642086000
1710720000,90.36661573398221,92.38313682655732,87.0643957820598,88.43407440185547,668976000
1710806400,86.67949392679418,90.52258665813423,84.98989876877435,89.37686157226562,672171000
1710892800,89.77575552459182,90.3886171092284,88.20213035729925,90.35062408447266,479063000
1710979200,92.27816909757175,92.6260863495621,90.38361309634699,91.41336822509766,480372000
1711065600,91.1194426685234,94.755583502478,90.81251607175788,94.2667007446289,586719000
1711324800,93.91877671343534,96.74310530536229,93.48787892632636,94.97952270507812,552136000
1711411200,95.82832327516131,96.35220139167362,92.48011649573958,92.53910064697266,513648000
1711497600,93.08996763897136,93.21793570444878,89.10191309032703,90.22864532470703,586067000
1711584000,89.97870666416057,91.2784021447898,89.17189838767457,90.33462524414062,435212000
1711929600,90.27764117725565,92.20318040940828,89.18289900570285,90.34162139892578,452441000
1712016000,88.42707164960063,90.07268593569079,87.59927224925994,89.43083953857422,433064000
1712102400,88.46307281870986,90.3526251834598,88.37909305261387,88.94295501708984,370067000
1712188800,90.38460860825877,90.61255911907426,85.85967846162676,85.88467407226562,434965000
1712275200,86.84544686844104,88.46007028939938,85.9056744370297,87.9871826171875,399678000
1712534400,88.67901159229113,88.80898571750684,86.71148250630124,87.11238861083984,283220000
1712620800,87.42131230729075,87.61426743619066,83.00235992295175,85.33380126953125,503547000
1712707200,83.90614724164408,87.37932438444192,83.68919571165225,87.0184097290039,431929000
1712793600,87.39932306358762,90.7175383536998,86.90544422861728,90.59456634521484,431637000
1712880000,89.67778086066095,90.15367382456054,87.50929517888258,88.1651382446289,426805000
1713139200,89.07691923599808,90.59156018104089,85.90867029394323,85.98065185546875,443077000
1713225600,86.41255526417733,88.09715428207583,86.04364687363933,87.39432525634766,370453000
1713312000,88.31909559905036,88.75399786729442,83.93013485819698,84.01512145996094,495400000
1713398400,84.94990333698551,86.16961599181461,82.38250995062032,84.65097045898438,447260000
1713484800,83.13033728096731,84.30405561291292,75.58812265213056,76.18197631835938,875198000
1713744000,78.08552423870307,80.05406032863513,76.38193249215077,79.49919128417969,596341000
1713830400,80.74989526148802,82.74942225992656,80.24501744031475,82.40350341796875,438559000
1713916800,83.93014172715165,84.06211429079036,79.16427089067382,79.65815734863281,512208000
1714003200,78.8493400788442,83.30328808415997,78.20449600901789,82.61245727539062,424641000
1714089600,83.79817532800543,88.31010835661911,83.36727751648604,87.71424865722656,551011000
1714348800,87.57427996111441,87.97118159325144,85.24582852385919,87.73624420166016,388971000
1714435200,87.21936048020653,88.79798933377148,86.27958803217874,86.38156127929688,363709000
1714521600,85.05687611412145,85.97965427425616,81.23577409191292,83.02135467529297,559863000
1714608000,84.42901930882867,86.21659833345969,83.18031423689433,85.79669952392578,377898000
1714694400,87.76823429941243,89.25987812120627,87.01941093195316,88.76799774169922,398341000
1714953600,89.36885276564674,92.19818511482366,89.0339329305278,92.11820220947266,376203000
1715040000,91.0764475332469,91.75928460609057,88.98994329110344,90.53257751464844,437342000
1715126400,89.46183625311598,91.17243008499568,89.39884761533344,90.39061737060547,325721000
1715212800,90.50758942585304,91.05046027533749,88.21013637581568,88.72601318359375,378013000
1715299200,90.28362849787213,91.3793697869979,89.20588069105499,89.85672760009766,335325000
1715558400,90.45660058201008,90.97648188381773,88.50806398354068,90.37762451171875,289680000
1715644800,89.5778081239568,91.62932476175912,88.91296448661012,91.33439636230469,296507000
1715731200,92.45012595086033,94.83955998823163,91.57733135987819,94.60761260986328,417735000
1715817600,94.88754969662851,95.7963312267465,94.08073378370163,94.33667755126953,323952000
1715904000,94.34667500501169,94.71758179326936,91.78427788749048,92.45711517333984,359691000
1716163200,93.72782088374116,95.17747479570718,93.41789666351426,94.75757598876953,318764000
1716249600,93.5768615548364,95.3774380950692,93.1579619356149,95.36344146728516,328946000
1716336000,95.4364259592329,95.99729030669772,93.22694948447011,94.92754364013672,548648000
1716422400,102.00386737865297,106.29485201655153,101.495984300881,103.77445220947266,835065000
1716508800,104.42429068662888,106.4498124242875,102.97563594111259,106.44381713867188,429494000
1716854400,110.21792884172439,114.91181809470388,109.85701416292561,113.87406158447266,652728000
1716940800,113.02326226335153,115.46467834881875,110.87476851197954,114.79783630371094,557442000
1717027200,114.62288155498054,115.79160375156064,109.63706169681458,110.47386169433594,487350000
1717113600,112.49338144896966,112.69034107520358,106.9147071249594,109.60707092285156,613263000
1717372800,113.59412955422886,114.9728012084961,111.97650838509435,114.9728012084961,438392000
1717459200,115.68863943022069,116.57242544329195,114.01802933282548,116.40946197509766,403324000
1717545600,118.34299609528654,122.42002655832941,117.44020986348806,122.4110336303711,528402000
1717632000,124.01864164860497,125.55727892222535,118.29200030273593,120.96936798095703,664696000
1717718400,119.74166612613098,121.66321619288969,117.99408612904743,120.85940551757812,412386000
1717977600,120.34153004371032,123.07088000938666,116.98232421857804,121.76119232177734,314162700
1718064000,121.75118704363501,122.85102323112248,118.72165630297563,120.89132690429688,222551200
1718150400,123.04098762406083,126.86039721693841,122.55106545367255,125.18065643310547,299595000
1718236800,129.370013839737,129.77995417277387,127.14036255683142,129.58998107910156,260704500
1718323200,129.93994783436344,132.819492941906,128.30020157297326,131.85964965820312,309320400
1718582400,132.96947733525943,133.70935334573974,129.5600000367168,130.95977783203125,288504400
1718668800,131.11974991676064,136.30895096412834,130.66982245304678,135.55906677246094,294335100
1718841600,139.77840702253854,140.7382501800268,129.4999962772128,130.75979614257812,517768400
1718928000,127.10037129950182,130.60983137767926,124.28080710399776,126.55045318603516,655484700
1719187200,123.2209636623721,124.44077645602765,118.02176984453314,118.09175872802734,476060900
1719273600,121.18127449022964,126.48045882014668,119.3015676507599,126.07051849365234,425787500
1719360000,126.11052295050564,128.10021356126606,122.5810691982999,126.38048553466797,362975900
1719446400,124.08083170467471,126.3904801212093,122.90101364602651,123.9708480834961,252571700
1719532800,124.5607600841383,127.69027390029416,122.73104090223734,123.52091979980469,315516700
1719792000,123.4509338406254,124.8207173904901,118.81165100261742,124.28080749511719,284885500
1719878400,121.11129128736569,123.39094559729175,121.01130825589385,122.65105438232422,218374000
1719964800,121.64121985413111,128.26019287109375,121.34126312161995,128.26019287109375,215749000
1720137600,127.36032581802077,128.83010765300813,125.66059140220804,125.8105697631836,214176700
1720396800,127.47030164493479,130.7498013179992,127.02037421774143,128.18019104003906,237677300
1720483200,130.32988615651007,133.79935177124923,128.63013635188705,131.35972595214844,285366600
1720569600,134.0093063928642,135.0791485226844,132.39955434443974,134.88917541503906,248978600
1720656000,135.7290423109807,136.12897445462758,127.030388506978,127.38033294677734,374782700
1720742400,128.240187353551,131.89962580236968,127.20035467327595,129.2200469970703,252680500
1721001600,130.53983371826098,131.36970736285187,127.16035847561366,128.420166015625,208326200
1721088000,128.42016519902992,129.02006337664668,124.56076075627588,126.34048461914062,214769500
1721174400,121.33125281111384,121.8311755731112,116.70197078117613,117.97177124023438,390086200
1721260800,121.83117378548668,122.38109186690123,116.5419901257768,121.0712890625,320979500
1721347200,120.33141340065606,121.5812203691469,117.35187785957503,117.91178894042969,217223800
1721606400,120.33141006363795,124.0508367192346,119.84148788147658,123.52091979980469,258068900
1721692800,122.76104091410774,124.67074966179867,122.08114560448695,122.5710678100586,173911000
1721779200,119.15159144790852,119.9314697504062,113.42248076219641,114.23235321044922,327776900
1721865600,113.02254191964477,116.61198378362549,106.28358504662185,112.26265716552734,460067000
1721952000,116.1720552846758,116.1820482477216,111.56276675283137,113.04253387451172,293399100
1722211200,113.67244329834918,116.2620396176345,111.28281303826613,111.57276153564453,248152100
1722297600,111.50277170281329,111.97270032897562,102.52416299011045,103.71398162841797,486833300
1722384000,112.88256383394263,118.32171842494118,110.8628715562712,117.00192260742188,473174200
1722470400,117.51185329033258,120.14145212596502,106.79350713357796,109.1931381225586,523462300
1722556800,103.74397331446949,108.70320617940068,101.35434313138848,107.25342559814453,482027500
1722816000,92.04578250558623,103.39403604617902,90.6759989303684,100.43448638916016,552842400
1722902400,103.82396162716266,107.69336677766663,100.5344763735077,104.23390197753906,409012100
1722988800,107.79334914083398,108.78320175369558,98.67476236695524,98.89472961425781,411440400
1723075200,101.98424624897191,105.4837056790837,97.50493482201372,104.95378875732422,391910000
1723161600,105.62368764955026,106.58353850176572,103.41402980827044,104.73382568359375,290844200
1723420800,106.30357863401878,111.05284499933998,106.24359034201233,109.00315856933594,325559900
1723507200,112.42263716382676,116.21205275014302,111.56276937230295,116.12206268310547,312646700
1723593600,118.51169503654636,118.5816839218167,114.05238467793846,118.061767578125,339246400
1723680000,118.7416684041034,123.22097252638714,117.45186663417056,122.84103393554688,318086700
1723766400,121.92116885528117,124.98069379843776,121.16128410108614,124.56076049804688,302589900
1724025600,124.26080175800107,129.97991943359375,123.40093398841385,129.97991943359375,318333600
1724112000,128.38016296361073,129.859945367385,125.87055611670426,127.2303466796875,300087400
1724198400,127.3003454245953,129.3300384630808,126.6404512748557,128.48016357421875,257883600
1724284800,129.99993070924458,130.72981373400788,123.0809932786119,123.72089385986328,376189100
1724371200,125.840568772239,129.57999683666532,125.200668193686,129.3500213623047,323230300
1724630400,129.54999574566529,131.23972191640203,124.35079428830487,126.44046783447266,331964700
1724716800,125.03069885205142,129.18005210632066,123.86087366966548,128.2801971435547,303134600
1724803200,128.1002136583965,128.3101879476671,122.62106403071532,125.59060668945312,448101100
1724889600,121.34126049654891,124.41078612954578,116.69197701250701,117.57183837890625,453023300
1724976000,119.51154145619034,121.73119987357843,117.20190059777018,119.35157012939453,333751600
1725321600,115.99208733843557,116.19205340222969,107.27343270040431,107.98332214355469,477155100
1725408000,105.39372401610916,113.25250309042688,104.10392232985338,106.19359588623047,372470300
1725494400,104.97378489888229,109.63306894505409,104.74382468818037,107.19344329833984,306850700
1725580800,108.02331171493725,108.13329533322813,100.93440295773532,102.81411743164062,413638100
1725840000,104.86380144031376,106.53354935247415,103.67399039006858,106.45355987548828,273912000
1725926400,107.7933492261417,109.38310766040351,104.93379026537787,108.08330535888672,268283700
1726012800,109.3731022078221,117.17190041388517,107.40340528796008,116.8919448852539,441422400
1726099200,116.83194558890106,120.78167799522352,115.37204710427882,119.13179016113281,367100500
1726185600,119.07179398085154,119.95173057852946,117.59189263639415,119.09178924560547,238358300
1726444800,116.78195121490393,118.17185479944177,114.35211839645491,116.7719497680664,248772300
1726531200,118.16185529801122,118.79181676837955,114.82208911294721,115.58203125,231925900
1726617600,115.88201323283185,117.69188606173006,113.21219905753732,113.36219024658203,310318900
1726704000,117.34190901515986,119.65175496418426,117.24191743437973,117.86187744140625,293506400
1726790400,117.05192889000193,118.61182655052458,115.3820458300781,115.99200439453125,382462400
1727049600,116.54197220506472,116.98193669935195,114.85208621282331,116.25199127197266,206228500
1727136000,116.51196518042532,121.79160765008963,115.37204436838394,120.8616714477539,354966800
1727222400,122.01159249257597,124.93139717496075,121.6016246984159,123.50149536132812,284692900
1727308800,126.79126799764761,127.66120318223068,121.7916124398361,124.03145599365234,302582900
1727395200,123.96146238728417,124.02145581335269,119.25178771917992,121.39163970947266,271009200
1727654400,118.30184382759613,121.49162641926588,118.14185882154547,121.43163299560547,226553700
1727740800,121.76160359919284,122.43156321712523,115.7820200451603,116.99193572998047,302094500
1727827200,116.43198210063649,119.37177440698211,115.13206859256863,118.84181213378906,221845900
1727913600,120.91167009454495,124.3514356140466,120.33170820972309,122.84153747558594,277118000
1728000000,124.9313951062457,125.03138669129712,121.8216087492724,124.91139221191406,243678100
1728259200,124.98138920036052,130.63100158341018,124.94139103988898,127.7112045288086,346250200
1728345600,130.25102042396173,133.47079980711666,129.4110819564616,132.88084411621094,285722500
1728432000,134.100759996507,134.51073540803478,131.37095237452456,132.64085388183594,246191600
1728518400,131.9009109593636,134.99069430038207,130.9909700248152,134.8007049560547,242311300
1728604800,134.00075636449898,135.77063861955767,133.65078964681797,134.79071044921875,170209500
1728864000,136.46060515676092,139.59039453634375,136.29061869231955,138.0605010986328,232347700
1728950400,137.86049956193577,138.5604635568482,128.73113875001064,131.5909423828125,377831000
1729036800,133.97076200865325,136.61057945313823,131.57093351648052,135.7106475830078,264879700
1729123200,139.3304004369883,140.88029674498213,136.86056931738727,136.92056274414062,306435900
1729209600,138.66044579007144,138.89042567419548,137.27054215149374,137.99049377441406,176090200
1729468800,138.12048644265874,143.70010375976562,137.99049051839003,143.70010375976562,264554500
1729555200,142.90016279151004,144.4100533191971,141.7702357215276,143.58010864257812,226311600
1729641600,142.0202156059464,142.42018195043707,137.45053832630117,139.55038452148438,285930000
1729728000,140.81030500321762,141.34026726626666,138.45046699393333,140.40032958984375,172354900
1729814400,140.9202843311163,144.12007609663013,140.7903036617806,141.53024291992188,205122100
1730073600,142.9901396648257,143.13012940104122,140.0403461288819,140.51031494140625,173586700
1730160000,140.28032434344357,142.25018978946702,138.89042075410222,141.24026489257812,157593600
1730246400,139.5303817319662,140.32033586087627,136.80057404730425,139.3303985595703,179418100
1730332800,137.59053287269725,137.60052669144986,132.10090534528118,132.7508544921875,270039600
1730419200,134.69072202720864,137.30054292300855,134.56074135376818,135.3906707763672,207127800
1730678400,137.20055793532484,138.95043742397988,135.56067148198048,136.04063415527344,187528200
1730764800,137.44052295404828,140.36031985674174,137.32053610774523,139.90036010742188,160537400
1730851200,142.9501491563635,146.47990453076164,141.95021810961643,145.59996032714844,242043900
1730937600,146.37991697911346,148.91973532669053,146.15993091069282,148.8697509765625,207323300
1731024000,148.75974806860012,149.7596791286017,146.24991134304443,147.6198272705078,175665800
1731283200,148.66974724045087,148.83974895267767,143.56011401444013,145.24998474121094,182325600
1731369600,146.76987949246217,149.63967674683425,145.9999283055317,148.27976989746094,198634700
1731456000,149.0597281902193,149.31970476911368,145.88993335100844,146.25991821289062,191903300
1731542400,147.62982215130063,148.98972901300397,145.53996988270669,146.7498779296875,194463300
1731628800,144.86001514374476,145.23000003001434,140.0703518362645,141.97021484375,250132900
1731888000,139.49038598259963,141.54024775288784,137.14054183607018,140.1403350830078,221866000
1731974400,141.31026763860282,147.1198647758357,140.98028855106583,146.99986267089844,227834900
1732060800,147.39984335305397,147.54982691113315,142.72015799039747,145.87994384765625,309871700
1732147200,149.3397202101669,152.8794696932069,140.69030679019977,146.65989685058594,400946600
1732233600,145.91993755545448,147.1498637894418,141.0902837872634,141.94021606445312,236406200
1732492800,141.98022539008,142.0402188161131,135.81065220328685,136.01063537597656,344941900
1732579200,137.69051329665368,139.29040920481154,135.66065432709954,136.9105682373047,190287700
1732665600,135.00069411944222,137.21054859333148,131.79092378994943,135.33067321777344,226370900
1732838400,136.77057853610563,139.34040886007423,136.04063308446467,138.240478515625,141863200
1733097600,138.82043604874252,140.44031954365505,137.8105111334031,138.62045288085938,171682800
1733184000,138.25047342063522,140.5303151909217,137.9404972096011,140.25033569335938,164414000
1733270400,141.99022171712366,145.7799540199716,140.2803327562802,145.1300048828125,231224300
1733356800,145.11000061035156,146.5399932861328,143.9499969482422,145.05999755859375,172621200
1733443200,144.60000610351562,145.6999969482422,141.30999755859375,142.44000244140625,188505600
1733702400,138.97000122070312,139.9499969482422,137.1300048828125,138.80999755859375,189308600
1733788800,139.00999450683594,141.82000732421875,133.7899932861328,135.07000732421875,210020900
1733875200,137.36000061035156,140.1699981689453,135.2100067138672,139.30999755859375,184905200
1733961600,137.0800018310547,138.44000244140625,135.8000030517578,137.33999633789062,159211400
1734048000,138.94000244140625,139.60000610351562,132.5399932861328,134.25,231514900
1734307200,134.17999267578125,134.39999389648438,130.4199981689453,132.0,237951100
1734393600,129.08999633789062,131.58999633789062,126.86000061035156,130.38999938964844,259410300
1734480000,133.86000061035156,136.6999969482422,128.27999877929688,128.91000366210938,277444500
1734566400,131.75999450683594,134.02999877929688,129.5500030517578,130.67999267578125,209719200
1734652800,129.80999755859375,135.27999877929688,128.22000122070312,134.6999969482422,306528600
1734912000,136.27999877929688,139.7899932861328,135.1199951171875,139.6699981689453,176053500
1734998400,140.0,141.89999389648438,138.64999389648438,140.22000122070312,105157000
